ClusteringCoefficient,Dataset
0.434289,Ovarian
0.390656,Ovarian
0.308115,Ovarian
0.374719,Ovarian
0.569526,Ovarian
0.417534,Ovarian
0.367983,Ovarian
0.327273,Ovarian
0.330540,Ovarian
0.425324,Ovarian
0.464505,Ovarian
0.499466,Ovarian
0.241580,Ovarian
0.468035,Ovarian
0.290825,Ovarian
0.601658,Ovarian
0.312600,Ovarian
0.408394,Ovarian
0.187549,Ovarian
0.465057,Ovarian
0.290383,Ovarian
0.382095,Ovarian
0.422575,Ovarian
0.479386,Ovarian
0.238095,Ovarian
0.296499,Ovarian
0.414160,Ovarian
0.534155,Ovarian
0.624002,Ovarian
0.180769,Ovarian
0.356794,Ovarian
0.309760,Ovarian
0.449527,Ovarian
0.567136,Ovarian
0.212741,Ovarian
0.350730,Ovarian
0.395461,Ovarian
0.406997,Ovarian
0.406417,Ovarian
0.426284,Ovarian
0.388428,Ovarian
0.473170,Ovarian
0.475176,Ovarian
0.418050,Ovarian
0.498876,Ovarian
0.350316,Ovarian
0.203995,Ovarian
0.512877,Ovarian
0.365047,Ovarian
0.471467,Ovarian
0.372479,Ovarian
0.412186,Ovarian
0.168076,Ovarian
0.504568,Ovarian
0.305864,Ovarian
0.308537,Ovarian
0.484670,Ovarian
0.216931,Ovarian
0.372541,Ovarian
0.338872,Ovarian
0.646040,Ovarian
0.374678,Ovarian
0.378595,Ovarian
0.313336,Ovarian
0.259384,Ovarian
0.312045,Ovarian
0.243077,Ovarian
0.556284,Ovarian
0.308795,Ovarian
0.467991,Ovarian
0.381293,Ovarian
0.445688,Ovarian
0.374531,Ovarian
0.437015,Ovarian
0.475213,Ovarian
0.486434,Ovarian
0.460370,Ovarian
0.274578,Ovarian
0.369045,Ovarian
0.504835,Ovarian
0.522977,Ovarian
0.330980,Ovarian
0.311354,Ovarian
0.415466,Ovarian
0.295826,Ovarian
0.451210,Ovarian
0.513596,Ovarian
0.410798,Ovarian
0.421306,Ovarian
0.391511,Ovarian
0.507804,Ovarian
0.186441,Ovarian
0.397504,Ovarian
0.274645,Ovarian
0.408843,Ovarian
0.302521,Ovarian
0.370817,Ovarian
0.602150,Ovarian
0.508540,Ovarian
0.492362,Ovarian
0.381001,Ovarian
0.402781,Ovarian
0.470207,Ovarian
0.550123,Ovarian
0.203390,Ovarian
0.405787,Ovarian
0.437686,Ovarian
0.414753,Ovarian
0.282540,Ovarian
0.538632,Ovarian
0.354410,Ovarian
0.427604,Ovarian
0.588032,Ovarian
0.296771,Ovarian
0.461962,Ovarian
0.591788,Ovarian
0.521740,Ovarian
0.583199,Ovarian
0.348962,Ovarian
0.560635,Ovarian
0.296503,Ovarian
0.308404,Ovarian
0.363893,Ovarian
0.549794,Ovarian
0.519214,Ovarian
0.549995,Ovarian
0.500592,Ovarian
0.360779,Ovarian
0.339187,Ovarian
0.451429,Ovarian
0.196514,Ovarian
0.284339,Ovarian
0.367255,Ovarian
0.221987,Ovarian
0.337121,Ovarian
0.345238,Ovarian
0.363348,Ovarian
0.404526,Ovarian
0.353458,Ovarian
0.573382,Ovarian
0.273550,Ovarian
0.465442,Ovarian
0.380601,Ovarian
0.288012,Ovarian
0.447025,Ovarian
0.301782,Ovarian
0.289904,Ovarian
0.500331,Ovarian
0.386984,Ovarian
0.489847,Ovarian
0.271255,Ovarian
0.260534,Ovarian
0.347717,Ovarian
0.456974,Ovarian
0.436249,Ovarian
0.698963,Ovarian
0.427254,Ovarian
0.590779,Ovarian
0.306815,Ovarian
0.336047,Ovarian
0.296769,Ovarian
0.358815,Ovarian
0.453728,Ovarian
0.297694,Ovarian
0.470588,Ovarian
0.504514,Ovarian
0.413081,Ovarian
0.437436,Ovarian
0.206349,Ovarian
0.188462,Ovarian
0.458442,Ovarian
0.367866,Ovarian
0.272059,Ovarian
0.487356,Ovarian
0.397318,Ovarian
0.348172,Ovarian
0.376579,Ovarian
0.160609,Ovarian
0.385287,Ovarian
0.480644,Ovarian
0.322263,Ovarian
0.594140,Ovarian
0.326156,Ovarian
0.339338,Ovarian
0.394672,Ovarian
0.358595,Ovarian
0.581097,Ovarian
0.444082,Ovarian
0.358392,Ovarian
0.433969,Ovarian
0.395964,Ovarian
0.511543,Ovarian
0.416521,Ovarian
0.561162,Ovarian
0.583584,Ovarian
0.269424,Ovarian
0.202105,Ovarian
0.562936,Ovarian
0.267365,Ovarian
0.558248,Ovarian
0.385596,Ovarian
0.491292,Ovarian
0.504428,Ovarian
0.412675,Ovarian
0.310719,Ovarian
0.442295,Ovarian
0.446154,Ovarian
0.439255,Ovarian
0.317823,Ovarian
0.581978,Ovarian
0.571060,Ovarian
0.460347,Ovarian
0.332595,Ovarian
0.451368,Ovarian
0.395449,Ovarian
0.247340,Ovarian
0.429683,Ovarian
0.372618,Ovarian
0.325591,Ovarian
0.455295,Ovarian
0.429683,Ovarian
0.495702,Ovarian
0.497826,Ovarian
0.507088,Ovarian
0.424763,Ovarian
0.347391,Ovarian
0.171429,Ovarian
0.532729,Ovarian
0.382209,Ovarian
0.308503,Ovarian
0.451209,Ovarian
0.438124,Ovarian
0.291550,Ovarian
0.305792,Ovarian
0.257664,Ovarian
0.298102,Ovarian
0.377115,Ovarian
0.335690,Ovarian
0.560918,Ovarian
0.195560,Ovarian
0.335307,Ovarian
0.389476,Ovarian
0.500137,Ovarian
0.347136,Ovarian
0.332654,Ovarian
0.336709,Ovarian
0.392042,Ovarian
0.445533,Ovarian
0.406645,Ovarian
0.444724,Ovarian
0.524985,Ovarian
0.471995,Ovarian
0.303749,Ovarian
0.442969,Ovarian
0.163338,Ovarian
0.458970,Ovarian
0.419857,Ovarian
0.212844,Ovarian
0.226440,Ovarian
0.266471,Ovarian
0.402191,Ovarian
0.585426,Ovarian
0.293750,Ovarian
0.275630,Ovarian
0.501915,Ovarian
0.464026,Ovarian
0.308482,Ovarian
0.268419,Ovarian
0.271200,Ovarian
0.269541,Ovarian
0.393038,Ovarian
0.505960,Ovarian
0.307882,Ovarian
0.303222,Ovarian
0.253763,Ovarian
0.263815,Ovarian
0.249780,Ovarian
0.364830,Ovarian
0.141935,Ovarian
0.352663,Ovarian
0.271408,Ovarian
0.468070,Ovarian
0.323135,Ovarian
0.357176,Ovarian
0.207681,Ovarian
0.255680,Ovarian
0.351947,Ovarian
0.423529,Ovarian
0.367253,Ovarian
0.614517,Ovarian
0.275862,Ovarian
0.324726,Ovarian
0.417698,Ovarian
0.471223,Ovarian
0.381635,Ovarian
0.542935,Ovarian
0.400977,Ovarian
0.248252,Ovarian
0.428688,Ovarian
0.340866,Ovarian
0.384371,Ovarian
0.303990,Ovarian
0.477913,Ovarian
0.440864,Ovarian
0.489358,Ovarian
0.379668,Ovarian
0.299933,Ovarian
0.534555,Ovarian
0.393478,Ovarian
0.257317,Ovarian
0.668693,Ovarian
0.465532,Ovarian
0.399621,Ovarian
0.220377,Ovarian
0.236209,Ovarian
0.384895,Ovarian
0.309646,Ovarian
0.384000,Ovarian
0.409745,Ovarian
0.480139,Ovarian
0.417240,Ovarian
0.361030,Ovarian
0.519254,Ovarian
0.531755,Ovarian
0.425840,Ovarian
0.241743,Ovarian
0.411951,Ovarian
0.466959,Ovarian
0.537454,Ovarian
0.432032,Ovarian
0.288109,Ovarian
0.274752,Ovarian
0.393223,Ovarian
0.456439,Ovarian
0.417129,Ovarian
0.455887,Ovarian
0.491293,Ovarian
0.439356,Ovarian
0.402102,Ovarian
0.371713,Ovarian
0.536825,Ovarian
0.641850,Ovarian
0.228283,Ovarian
0.420083,Ovarian
0.533134,Ovarian
0.455882,Ovarian
0.269831,Ovarian
0.386091,Ovarian
0.505981,Ovarian
0.337993,Ovarian
0.433991,Ovarian
0.249710,Ovarian
0.550448,Ovarian
0.547683,Ovarian
0.365949,Ovarian
0.416203,Ovarian
0.405762,Ovarian
0.549880,Ovarian
0.465548,Ovarian
0.446898,Ovarian
0.310848,Ovarian
0.398978,Ovarian
0.278470,Ovarian
0.519391,Ovarian
0.402151,Ovarian
0.378416,Ovarian
0.321577,Ovarian
0.562472,Ovarian
0.481056,Ovarian
0.189655,Ovarian
0.322646,Ovarian
0.387379,Ovarian
0.304878,Ovarian
0.393383,Ovarian
0.410478,Ovarian
0.219241,Ovarian
0.436829,Ovarian
0.312793,Ovarian
0.368984,Ovarian
0.440764,Ovarian
0.356385,Ovarian
0.457606,Ovarian
0.435919,Ovarian
0.620464,Ovarian
0.375430,Ovarian
0.394556,Ovarian
0.426040,Ovarian
0.703415,Ovarian
0.418201,Ovarian
0.446154,Ovarian
0.394154,Ovarian
0.432940,Ovarian
0.404142,Ovarian
0.414073,Ovarian
0.435364,Ovarian
0.318312,Ovarian
0.392776,Ovarian
0.378083,Ovarian
0.427640,Ovarian
0.564655,Ovarian
0.430336,Ovarian
0.421443,Ovarian
0.571286,Ovarian
0.525758,Ovarian
0.508991,Ovarian
0.359131,Ovarian
0.561554,Ovarian
0.564872,Ovarian
0.376877,Ovarian
0.141026,Ovarian
0.427582,Ovarian
0.465659,Ovarian
0.440053,Ovarian
0.489353,Ovarian
0.427260,Ovarian
0.577179,Ovarian
0.452946,Ovarian
0.314422,Ovarian
0.287259,Ovarian
0.254106,Ovarian
0.418492,Ovarian
0.536099,Ovarian
0.496690,Ovarian
0.490186,Ovarian
0.501415,Ovarian
0.289844,Ovarian
0.406184,Ovarian
0.688343,Ovarian
0.414645,Ovarian
0.323142,Ovarian
0.403904,Ovarian
0.395076,Ovarian
0.274094,Ovarian
0.342246,Ovarian
0.568444,Ovarian
0.332866,Ovarian
0.473613,Ovarian
0.353785,Ovarian
0.435521,Ovarian
0.483939,Ovarian
0.301386,Ovarian
0.415152,Ovarian
0.231735,Ovarian
0.438967,Ovarian
0.338312,Ovarian
0.469665,Ovarian
0.280719,Ovarian
0.388438,Ovarian
0.358759,Ovarian
0.683692,Ovarian
0.202564,Ovarian
0.325347,Ovarian
0.404633,Ovarian
0.447887,Ovarian
0.468357,Ovarian
0.454631,Ovarian
0.175889,Ovarian
0.418898,Ovarian
0.480615,Ovarian
0.523267,Ovarian
0.302810,Ovarian
0.280303,Ovarian
0.445889,Ovarian
0.403912,Ovarian
0.124138,Ovarian
0.246639,Ovarian
0.197436,Ovarian
0.478118,Ovarian
0.494379,Ovarian
0.358052,Ovarian
0.363025,Ovarian
0.476621,Ovarian
0.400387,Ovarian
0.538300,Ovarian
0.349076,Ovarian
0.574428,Ovarian
0.572071,Ovarian
0.440900,Ovarian
0.250000,Ovarian
0.256921,Ovarian
0.341937,Ovarian
0.344166,Ovarian
0.509658,Ovarian
0.278369,Ovarian
0.491140,Ovarian
0.368081,Ovarian
0.405009,Ovarian
0.573134,Ovarian
0.535225,Ovarian
0.365552,Ovarian
0.382311,Ovarian
0.376238,Ovarian
0.245985,Ovarian
0.345147,Ovarian
0.489048,Ovarian
0.487583,Ovarian
0.277596,Ovarian
0.632124,Ovarian
0.357770,Ovarian
0.355115,Ovarian
0.219375,Ovarian
0.287356,Ovarian
0.472634,Ovarian
0.534742,Ovarian
0.249474,Ovarian
0.378330,Ovarian
0.389031,Ovarian
0.122530,Ovarian
0.452259,Ovarian
0.335692,Ovarian
0.345350,Ovarian
0.237346,Ovarian
0.442819,Ovarian
0.507787,Ovarian
0.483999,Ovarian
0.439428,Ovarian
0.446985,Ovarian
0.291058,Ovarian
0.359402,Ovarian
0.399655,Ovarian
0.468690,Ovarian
0.428307,Ovarian
0.472895,Ovarian
0.298535,Ovarian
0.432564,Ovarian
0.261538,Ovarian
0.476297,Ovarian
0.369093,Ovarian
0.689703,Ovarian
0.360622,Ovarian
0.647285,Ovarian
0.429164,Ovarian
0.358361,Ovarian
0.371181,Ovarian
0.534453,Ovarian
0.593180,Ovarian
0.443857,Ovarian
0.409963,Ovarian
0.512401,Ovarian
0.445830,Ovarian
0.443172,Ovarian
0.428684,Ovarian
0.401709,Ovarian
0.353325,Ovarian
0.370909,Ovarian
0.325397,Ovarian
0.466394,Ovarian
0.545849,Ovarian
0.450224,Ovarian
0.370211,Ovarian
0.265145,Ovarian
0.350545,Ovarian
0.383932,Ovarian
0.351138,Ovarian
0.433571,Ovarian
0.354737,Ovarian
0.403029,Ovarian
0.493777,Ovarian
0.301266,Ovarian
0.411000,Ovarian
0.401138,Ovarian
0.706031,Ovarian
0.236793,Ovarian
0.389079,Ovarian
0.438110,Ovarian
0.414345,Ovarian
0.441236,Ovarian
0.459516,Ovarian
0.427597,Ovarian
0.402178,Ovarian
0.562055,Ovarian
0.407542,Ovarian
0.348159,Ovarian
0.219697,Ovarian
0.495460,Ovarian
0.501584,Ovarian
0.339327,Ovarian
0.381013,Ovarian
0.410796,Ovarian
0.618220,Ovarian
0.541953,Ovarian
0.558396,Ovarian
0.568819,Ovarian
0.341267,Ovarian
0.496042,Ovarian
0.459947,Ovarian
0.365584,Ovarian
0.186344,Ovarian
0.353501,Ovarian
0.402771,Ovarian
0.248290,Ovarian
0.487872,Ovarian
0.341645,Ovarian
0.422121,Ovarian
0.495813,Ovarian
0.588405,Ovarian
0.575478,Ovarian
0.368549,Ovarian
0.454642,Ovarian
0.332298,Ovarian
0.582338,Ovarian
0.274717,Ovarian
0.351074,Ovarian
0.459123,Ovarian
0.271105,Ovarian
0.412769,Ovarian
0.531900,Ovarian
0.438243,Ovarian
0.519128,Ovarian
0.436332,Ovarian
0.270261,Ovarian
0.400000,Ovarian
0.286298,Ovarian
0.416189,Ovarian
0.687136,Ovarian
0.298586,Ovarian
0.383081,Ovarian
0.301587,Ovarian
0.331906,Ovarian
0.341757,Ovarian
0.342443,Ovarian
0.245652,Ovarian
0.363521,Ovarian
0.338768,Ovarian
0.486165,Ovarian
0.200962,Ovarian
0.371914,Ovarian
0.398236,Ovarian
0.410874,Ovarian
0.570124,Ovarian
0.223230,Ovarian
0.271408,Ovarian
0.519584,Ovarian
0.463127,Ovarian
0.359404,Ovarian
0.671256,Ovarian
0.512004,Ovarian
0.401270,Ovarian
0.513605,Ovarian
0.524267,Ovarian
0.497480,Ovarian
0.352952,Ovarian
0.572177,Ovarian
0.284636,Ovarian
0.443712,Ovarian
0.493891,Ovarian
0.457259,Ovarian
0.432281,Ovarian
0.486652,Ovarian
0.403335,Ovarian
0.288156,Ovarian
0.472786,Ovarian
0.436333,Ovarian
0.352175,Ovarian
0.438206,Ovarian
0.471086,Ovarian
0.400850,Ovarian
0.501491,Ovarian
0.559211,Ovarian
0.337559,Ovarian
0.301489,Ovarian
0.450685,Ovarian
0.514833,Ovarian
0.554541,Ovarian
0.443788,Ovarian
0.258692,Ovarian
0.416052,Ovarian
0.368074,Ovarian
0.433283,Ovarian
0.470592,Ovarian
0.263746,Ovarian
0.239631,Ovarian
0.538948,Ovarian
0.399180,Ovarian
0.380952,Ovarian
0.530979,Ovarian
0.480165,Ovarian
0.352801,Ovarian
0.476470,Ovarian
0.456025,Ovarian
0.478860,Ovarian
0.532796,Ovarian
0.338710,Ovarian
0.420493,Ovarian
0.455579,Ovarian
0.257402,Ovarian
0.391890,Ovarian
0.356970,Ovarian
0.324534,Ovarian
0.515092,Ovarian
0.389033,Ovarian
0.303319,Ovarian
0.397084,Ovarian
0.429568,Ovarian
0.515768,Ovarian
0.400824,Ovarian
0.582769,Ovarian
0.497831,Ovarian
0.514809,Ovarian
0.342159,Ovarian
0.328614,Ovarian
0.295803,Ovarian
0.335303,Ovarian
0.364304,Ovarian
0.478498,Ovarian
0.484968,Ovarian
0.211538,Ovarian
0.375957,Ovarian
0.495490,Ovarian
0.319170,Ovarian
0.419151,Ovarian
0.414689,Ovarian
0.423221,Ovarian
0.401956,Ovarian
0.455626,Ovarian
0.354566,Ovarian
0.448233,Ovarian
0.517775,Ovarian
0.513252,Ovarian
0.419145,Ovarian
0.256445,Ovarian
0.328449,Ovarian
0.415728,Ovarian
0.346465,Ovarian
0.582376,Ovarian
0.431246,Ovarian
0.503865,Ovarian
0.461124,Ovarian
0.550525,Ovarian
0.451987,Ovarian
0.323625,Ovarian
0.329337,Ovarian
0.251384,Ovarian
0.378959,Ovarian
0.363602,Ovarian
0.411803,Ovarian
0.342367,Ovarian
0.522878,Ovarian
0.382734,Ovarian
0.437608,Ovarian
0.294187,Ovarian
0.284109,Ovarian
0.474640,Ovarian
0.369350,Ovarian
0.364384,Ovarian
0.406342,Ovarian
0.452555,Ovarian
0.321985,Ovarian
0.283450,Ovarian
0.397089,Ovarian
0.340533,Ovarian
0.300573,Ovarian
0.392478,Ovarian
0.573522,Ovarian
0.208282,Ovarian
0.518199,Ovarian
0.305739,Ovarian
0.365055,Ovarian
0.290553,Ovarian
0.404598,Ovarian
0.436369,Ovarian
0.363273,Ovarian
0.519685,Ovarian
0.616646,Ovarian
0.526302,Ovarian
0.486825,Ovarian
0.424674,Ovarian
0.465695,Ovarian
0.372613,Ovarian
0.361322,Ovarian
0.498914,Ovarian
0.282242,Ovarian
0.260316,Ovarian
0.306083,Ovarian
0.466973,Ovarian
0.527663,Ovarian
0.375153,Ovarian
0.229487,Ovarian
0.199275,Ovarian
0.462261,Ovarian
0.370069,Ovarian
0.589947,Ovarian
0.617935,Ovarian
0.361901,Ovarian
0.390452,Ovarian
0.460684,Ovarian
0.392108,Ovarian
0.370956,Ovarian
0.407905,Ovarian
0.440822,Ovarian
0.177143,Ovarian
0.331430,Ovarian
0.531052,Ovarian
0.397436,Ovarian
0.268993,Ovarian
0.492604,Ovarian
0.426177,Ovarian
0.468983,Ovarian
0.477403,Ovarian
0.377942,Ovarian
0.667188,Ovarian
0.346969,Ovarian
0.142857,Ovarian
0.237300,Ovarian
0.495989,Ovarian
0.172673,Ovarian
0.465901,Ovarian
0.425740,Ovarian
0.514113,Ovarian
0.348948,Ovarian
0.537614,Ovarian
0.585147,Ovarian
0.509611,Ovarian
0.484658,Ovarian
0.452185,Ovarian
0.385928,Ovarian
0.478929,Ovarian
0.234467,Ovarian
0.404522,Ovarian
0.528650,Ovarian
0.336511,Ovarian
0.354136,Ovarian
0.442085,Ovarian
0.362266,Ovarian
0.293679,Ovarian
0.304478,Ovarian
0.413037,Ovarian
0.411926,Ovarian
0.468584,Ovarian
0.510945,Ovarian
0.549904,Ovarian
0.229072,Ovarian
0.144928,Ovarian
0.252215,Ovarian
0.188537,Ovarian
0.456552,Ovarian
0.388426,Ovarian
0.406299,Ovarian
0.531039,Ovarian
0.412796,Ovarian
0.398955,Ovarian
0.477707,Ovarian
0.380297,Ovarian
0.312376,Ovarian
0.549611,Ovarian
0.568037,Ovarian
0.206494,Ovarian
0.590430,Ovarian
0.649769,Ovarian
0.537721,Ovarian
0.494574,Ovarian
0.438407,Ovarian
0.667232,Ovarian
0.071429,Ovarian
0.296674,Ovarian
0.362150,Ovarian
0.254148,Ovarian
0.451553,Ovarian
0.201201,Ovarian
0.361375,Ovarian
0.291136,Ovarian
0.390476,Ovarian
0.239870,Ovarian
0.272578,Ovarian
0.203505,Ovarian
0.303571,Ovarian
0.302485,Ovarian
0.473537,Ovarian
0.187831,Ovarian
0.464061,Ovarian
0.470565,Ovarian
0.282262,Ovarian
0.449800,Ovarian
0.751010,Ovarian
0.428520,Ovarian
0.588233,Ovarian
0.566895,Ovarian
0.422518,Ovarian
0.442982,Ovarian
0.408675,Ovarian
0.571603,Ovarian
0.216694,Ovarian
0.316353,Ovarian
0.365641,Ovarian
0.404426,Ovarian
0.387103,Ovarian
0.433470,Ovarian
0.274764,Ovarian
0.230327,Ovarian
0.467902,Ovarian
0.354828,Ovarian
0.312448,Ovarian
0.192691,Ovarian
0.546979,Ovarian
0.403581,Ovarian
0.371513,Ovarian
0.485544,Ovarian
0.389058,Ovarian
0.190000,Ovarian
0.229437,Ovarian
0.443021,Ovarian
0.465661,Ovarian
0.271380,Ovarian
0.454189,Ovarian
0.384195,Ovarian
0.374483,Ovarian
0.459189,Ovarian
0.547101,Ovarian
0.534356,Ovarian
0.588304,Ovarian
0.457382,Ovarian
0.570943,Ovarian
0.306795,Ovarian
0.462641,Ovarian
0.510857,Ovarian
0.560111,Ovarian
0.455279,Ovarian
0.361301,Ovarian
0.312745,Ovarian
0.443160,Ovarian
0.219742,Ovarian
0.284715,Ovarian
0.519878,Ovarian
0.353377,Ovarian
0.340443,Ovarian
0.510956,Ovarian
0.559427,Ovarian
0.192034,Ovarian
0.161028,Ovarian
0.505720,Ovarian
0.522269,Ovarian
0.267949,Ovarian
0.375333,Ovarian
0.219251,Ovarian
0.397194,Ovarian
0.307347,Ovarian
0.279732,Ovarian
0.366200,Ovarian
0.352716,Ovarian
0.467874,Ovarian
0.420146,Ovarian
0.465821,Ovarian
0.631064,Ovarian
0.512949,Ovarian
0.182609,Ovarian
0.290842,Ovarian
0.520960,Ovarian
0.354310,Ovarian
0.442983,Ovarian
0.133333,Ovarian
0.526541,Ovarian
0.260392,Ovarian
0.396992,Ovarian
0.380082,Ovarian
0.465632,Ovarian
0.417996,Ovarian
0.337298,Ovarian
0.371172,Ovarian
0.201643,Ovarian
0.378873,Ovarian
0.362573,Ovarian
0.582383,Ovarian
0.433123,Ovarian
0.242111,Ovarian
0.427959,Ovarian
0.319381,Ovarian
0.404081,Ovarian
0.538784,Ovarian
0.336840,Ovarian
0.465264,Ovarian
0.441753,Ovarian
0.575446,Ovarian
0.533464,Ovarian
0.278947,Ovarian
0.410850,Ovarian
0.288150,Ovarian
0.416388,Ovarian
0.425705,Ovarian
0.279630,Ovarian
0.391600,Ovarian
0.428231,Ovarian
0.345776,Ovarian
0.282642,Ovarian
0.282347,Ovarian
0.434245,Ovarian
0.576146,Ovarian
0.302061,Ovarian
0.210909,Ovarian
0.504672,Ovarian
0.392905,Ovarian
0.284363,Ovarian
0.567995,Ovarian
0.555191,Ovarian
0.380139,Ovarian
0.573345,Ovarian
0.291111,Ovarian
0.227823,Ovarian
0.311347,Ovarian
0.558807,Ovarian
0.384661,Ovarian
0.341265,Ovarian
0.382817,Ovarian
0.438798,Ovarian
0.241358,Ovarian
0.381945,Ovarian
0.568596,Ovarian
0.337897,Ovarian
0.362820,Ovarian
0.336088,Ovarian
0.603437,Ovarian
0.340279,Ovarian
0.287454,Ovarian
0.382402,Ovarian
0.338095,Ovarian
0.340584,Ovarian
0.453260,Ovarian
0.308520,Ovarian
0.506842,Ovarian
0.542768,Ovarian
0.410517,Ovarian
0.472600,Ovarian
0.316841,Ovarian
0.483422,Ovarian
0.369887,Ovarian
0.576007,Ovarian
0.509635,Ovarian
0.461927,Ovarian
0.208951,Ovarian
0.200457,Ovarian
0.472170,Ovarian
0.235249,Ovarian
0.442793,Ovarian
0.206061,Ovarian
0.454586,Ovarian
0.429932,Ovarian
0.474849,Ovarian
0.490511,Ovarian
0.366881,Ovarian
0.425390,Ovarian
0.405664,Ovarian
0.254566,Ovarian
0.080882,Ovarian
0.536338,Ovarian
0.372565,Ovarian
0.421133,Ovarian
0.406828,Ovarian
0.460221,Ovarian
0.238710,Ovarian
0.411816,Ovarian
0.359327,Ovarian
0.495508,Ovarian
0.452963,Ovarian
0.232768,Ovarian
0.345745,Ovarian
0.483721,Ovarian
0.356744,Ovarian
0.515349,Ovarian
0.481468,Ovarian
0.541033,Ovarian
0.330297,Ovarian
0.534284,Ovarian
0.342566,Ovarian
0.270390,Ovarian
0.296085,Ovarian
0.320000,Ovarian
0.351996,Ovarian
0.534938,Ovarian
0.365802,Ovarian
0.361766,Ovarian
0.226667,Ovarian
0.314973,Ovarian
0.463999,Ovarian
0.640183,Ovarian
0.386966,Ovarian
0.385276,Ovarian
0.218598,Ovarian
0.542897,Ovarian
0.403870,Ovarian
0.461523,Ovarian
0.203463,Ovarian
0.538803,Ovarian
0.299014,Ovarian
0.467555,Ovarian
0.227466,Ovarian
0.533560,Ovarian
0.397037,Ovarian
0.418061,Ovarian
0.249609,Ovarian
0.286364,Ovarian
0.215459,Ovarian
0.474180,Ovarian
0.587013,Ovarian
0.487293,Ovarian
0.418665,Ovarian
0.389799,Ovarian
0.191433,Ovarian
0.454335,Ovarian
0.534252,Ovarian
0.463663,Ovarian
0.527631,Ovarian
0.237364,Ovarian
0.302865,Ovarian
0.508456,Ovarian
0.462408,Ovarian
0.537790,Ovarian
0.480965,Ovarian
0.268120,Ovarian
0.462559,Ovarian
0.380120,Ovarian
0.511885,Ovarian
0.416110,Ovarian
0.330403,Ovarian
0.473290,Ovarian
0.386605,Ovarian
0.366700,Ovarian
0.383490,Ovarian
0.411319,Ovarian
0.543720,Ovarian
0.550288,Ovarian
0.350984,Ovarian
0.208246,Ovarian
0.485214,Ovarian
0.473402,Ovarian
0.354023,Ovarian
0.459625,Ovarian
0.308786,Ovarian
0.458657,Ovarian
0.415504,Ovarian
0.333362,Ovarian
0.268604,Ovarian
0.519534,Ovarian
0.576571,Ovarian
0.603819,Ovarian
0.408984,Ovarian
0.236559,Ovarian
0.446266,Ovarian
0.299949,Ovarian
0.468004,Ovarian
0.381813,Ovarian
0.521532,Ovarian
0.180000,Ovarian
0.270350,Ovarian
0.483099,Ovarian
0.384848,Ovarian
0.396652,Ovarian
0.202238,Ovarian
0.622338,Ovarian
0.559280,Ovarian
0.742670,Ovarian
0.361812,Ovarian
0.443075,Ovarian
0.386253,Ovarian
0.228298,Ovarian
0.572477,Ovarian
0.379343,Ovarian
0.269504,Ovarian
0.288408,Ovarian
0.239161,Ovarian
0.278873,Ovarian
0.325173,Ovarian
0.363920,Ovarian
0.545548,Ovarian
0.289071,Ovarian
0.394651,Ovarian
0.410863,Ovarian
0.361454,Ovarian
0.319637,Ovarian
0.269189,Ovarian
0.579393,Ovarian
0.319989,Ovarian
0.532087,Ovarian
0.440940,Ovarian
0.437305,Ovarian
0.248418,Ovarian
0.448859,Ovarian
0.507756,Ovarian
0.424903,Ovarian
0.518555,Ovarian
0.262443,Ovarian
0.480331,Ovarian
0.475395,Ovarian
0.351893,Ovarian
0.366401,Ovarian
0.464161,Ovarian
0.313725,Ovarian
0.529412,Ovarian
0.445288,Ovarian
0.453150,Ovarian
0.453746,Ovarian
0.526287,Ovarian
0.596412,Ovarian
0.399399,Ovarian
0.347890,Ovarian
0.269048,Ovarian
0.436382,Ovarian
0.492577,Ovarian
0.506394,Ovarian
0.518356,Ovarian
0.265173,Ovarian
0.334585,Ovarian
0.410284,Ovarian
0.456358,Ovarian
0.586290,Ovarian
0.443467,Ovarian
0.507702,Ovarian
0.376516,Ovarian
0.283809,Ovarian
0.343246,Ovarian
0.455431,Ovarian
0.409090,Ovarian
0.447874,Ovarian
0.516646,Ovarian
0.175439,Ovarian
0.416588,Ovarian
0.344183,Ovarian
0.475495,Ovarian
0.394135,Ovarian
0.212698,Ovarian
0.335027,Ovarian
0.372372,Ovarian
0.569837,Ovarian
0.413061,Ovarian
0.412593,Ovarian
0.376629,Ovarian
0.363170,Ovarian
0.498084,Ovarian
0.440253,Ovarian
0.376954,Ovarian
0.565534,Ovarian
0.381665,Ovarian
0.282706,Ovarian
0.476369,Ovarian
0.485914,Ovarian
0.372851,Ovarian
0.478341,Ovarian
0.325683,Ovarian
0.568801,Ovarian
0.241941,Ovarian
0.605063,Ovarian
0.494209,Ovarian
0.373062,Ovarian
0.279857,Ovarian
0.396855,Ovarian
0.318027,Ovarian
0.216837,Ovarian
0.458817,Ovarian
0.459475,Ovarian
0.525406,Ovarian
0.230496,Ovarian
0.296908,Ovarian
0.487841,Ovarian
0.544905,Ovarian
0.709254,Ovarian
0.584346,Ovarian
0.403380,Ovarian
0.525556,Ovarian
0.447515,Ovarian
0.560833,Ovarian
0.174390,Ovarian
0.450800,Ovarian
0.408308,Ovarian
0.463865,Ovarian
0.402117,Ovarian
0.250751,Ovarian
0.278174,Ovarian
0.417038,Ovarian
0.197802,Ovarian
0.440123,Ovarian
0.253883,Ovarian
0.389674,Ovarian
0.388846,Ovarian
