ClusteringCoefficient,Dataset
0.739112,Breast
0.494524,Breast
0.582823,Breast
0.420563,Breast
0.459781,Breast
0.344292,Breast
0.534884,Breast
0.553674,Breast
0.419458,Breast
0.394843,Breast
0.697081,Breast
0.517473,Breast
0.533352,Breast
0.575706,Breast
0.432724,Breast
0.512402,Breast
0.522065,Breast
0.427679,Breast
0.575856,Breast
0.438699,Breast
0.479901,Breast
0.477034,Breast
0.425867,Breast
0.302965,Breast
0.654708,Breast
0.361928,Breast
0.376774,Breast
0.507297,Breast
0.547936,Breast
0.370516,Breast
0.561595,Breast
0.384800,Breast
0.463007,Breast
0.431643,Breast
0.356887,Breast
0.373863,Breast
0.362393,Breast
0.416558,Breast
0.462930,Breast
0.432083,Breast
0.520404,Breast
0.538376,Breast
0.409058,Breast
0.298130,Breast
0.504149,Breast
0.515318,Breast
0.500574,Breast
0.498867,Breast
0.473367,Breast
0.434406,Breast
0.709080,Breast
0.552623,Breast
0.469587,Breast
0.396135,Breast
0.500285,Breast
0.500151,Breast
0.422789,Breast
0.431178,Breast
0.443711,Breast
0.503986,Breast
0.461903,Breast
0.430264,Breast
0.539622,Breast
0.389682,Breast
0.395122,Breast
0.448594,Breast
0.386974,Breast
0.504504,Breast
0.474055,Breast
0.350856,Breast
0.463489,Breast
0.615568,Breast
0.642076,Breast
0.645649,Breast
0.609911,Breast
0.443951,Breast
0.550737,Breast
0.444107,Breast
0.390291,Breast
0.468814,Breast
0.473313,Breast
0.484415,Breast
0.532313,Breast
0.423077,Breast
0.537267,Breast
0.503419,Breast
0.532906,Breast
0.463312,Breast
0.454045,Breast
0.491358,Breast
0.492352,Breast
0.639531,Breast
0.520181,Breast
0.501335,Breast
0.355556,Breast
0.396473,Breast
0.477341,Breast
0.375202,Breast
0.444146,Breast
0.655501,Breast
0.441557,Breast
0.516241,Breast
0.459606,Breast
0.380352,Breast
0.355227,Breast
0.419160,Breast
0.649667,Breast
0.395385,Breast
0.589036,Breast
0.409967,Breast
0.403390,Breast
0.436593,Breast
0.460418,Breast
0.499733,Breast
0.352578,Breast
0.577859,Breast
0.521310,Breast
0.537131,Breast
0.373101,Breast
0.396227,Breast
0.415541,Breast
0.420300,Breast
0.344965,Breast
0.497271,Breast
0.323652,Breast
0.636737,Breast
0.283494,Breast
0.405258,Breast
0.443110,Breast
0.515152,Breast
0.386130,Breast
0.429620,Breast
0.303336,Breast
0.411691,Breast
0.410478,Breast
0.514293,Breast
0.511559,Breast
0.350741,Breast
0.349824,Breast
0.390750,Breast
0.421821,Breast
0.446920,Breast
0.484914,Breast
0.510908,Breast
0.531666,Breast
0.498770,Breast
0.432523,Breast
0.354637,Breast
0.424049,Breast
0.389937,Breast
0.458753,Breast
0.687317,Breast
0.367778,Breast
0.522984,Breast
0.326007,Breast
0.556847,Breast
0.530702,Breast
0.502182,Breast
0.641748,Breast
0.816176,Breast
0.481283,Breast
0.510325,Breast
0.719834,Breast
0.468247,Breast
0.518268,Breast
0.681178,Breast
0.700936,Breast
0.454345,Breast
0.418005,Breast
0.506351,Breast
0.516273,Breast
0.492300,Breast
0.436988,Breast
0.502392,Breast
0.373765,Breast
0.455082,Breast
0.465952,Breast
0.368198,Breast
0.350968,Breast
0.394100,Breast
0.562609,Breast
0.390244,Breast
0.635301,Breast
0.529157,Breast
0.442688,Breast
0.536765,Breast
0.412338,Breast
0.620391,Breast
0.444102,Breast
0.398991,Breast
0.427809,Breast
0.438044,Breast
0.414741,Breast
0.488549,Breast
0.380758,Breast
0.368704,Breast
0.499926,Breast
0.405520,Breast
0.417111,Breast
0.384387,Breast
0.454772,Breast
0.495827,Breast
0.380224,Breast
0.492973,Breast
0.644262,Breast
0.394072,Breast
0.584440,Breast
0.454865,Breast
0.639543,Breast
0.607650,Breast
0.495238,Breast
0.547079,Breast
0.451534,Breast
0.488887,Breast
0.434350,Breast
0.548612,Breast
0.437632,Breast
0.385892,Breast
0.409122,Breast
0.393493,Breast
0.504565,Breast
0.354045,Breast
0.366326,Breast
0.511314,Breast
0.368350,Breast
0.617560,Breast
0.460800,Breast
0.429904,Breast
0.741267,Breast
0.551469,Breast
0.623261,Breast
0.452201,Breast
0.615860,Breast
0.446001,Breast
0.574128,Breast
0.457692,Breast
0.603731,Breast
0.352412,Breast
0.427936,Breast
0.914530,Breast
0.914530,Breast
0.914530,Breast
0.525097,Breast
0.369058,Breast
0.626274,Breast
0.464957,Breast
0.505846,Breast
0.479529,Breast
0.423356,Breast
0.633944,Breast
0.739571,Breast
0.495743,Breast
0.331703,Breast
0.477515,Breast
0.494525,Breast
0.416667,Breast
0.556909,Breast
0.714147,Breast
0.703017,Breast
0.649425,Breast
0.743774,Breast
0.798413,Breast
0.348457,Breast
0.425544,Breast
0.349206,Breast
0.462001,Breast
0.328084,Breast
0.500454,Breast
0.433642,Breast
0.351194,Breast
0.407709,Breast
0.457572,Breast
0.465144,Breast
0.430190,Breast
0.390446,Breast
0.366319,Breast
0.479882,Breast
0.476987,Breast
0.483430,Breast
0.469206,Breast
0.455242,Breast
0.406723,Breast
0.478640,Breast
0.419495,Breast
0.334864,Breast
0.450281,Breast
0.415887,Breast
0.397834,Breast
0.248918,Breast
0.439822,Breast
0.574752,Breast
0.437873,Breast
0.534054,Breast
0.503739,Breast
0.522085,Breast
0.404520,Breast
0.595248,Breast
0.406855,Breast
0.714054,Breast
0.294376,Breast
0.378757,Breast
0.467799,Breast
0.560928,Breast
0.389230,Breast
0.529471,Breast
0.542124,Breast
0.539411,Breast
0.459698,Breast
0.487595,Breast
0.502231,Breast
0.440928,Breast
0.619409,Breast
0.491854,Breast
0.461112,Breast
0.422339,Breast
0.631841,Breast
0.381689,Breast
0.426881,Breast
0.537151,Breast
0.404698,Breast
0.639315,Breast
0.445931,Breast
0.471558,Breast
0.427686,Breast
0.398438,Breast
0.407430,Breast
0.442078,Breast
0.408479,Breast
0.510526,Breast
0.551158,Breast
0.375436,Breast
0.683932,Breast
0.518605,Breast
0.734615,Breast
0.628687,Breast
0.479566,Breast
0.302294,Breast
0.324675,Breast
0.413756,Breast
0.318085,Breast
0.458327,Breast
0.443999,Breast
0.466667,Breast
0.357722,Breast
0.440546,Breast
0.326733,Breast
0.353059,Breast
0.490455,Breast
0.538575,Breast
0.435978,Breast
0.485911,Breast
0.419013,Breast
0.428446,Breast
0.345865,Breast
0.394603,Breast
0.434764,Breast
0.575755,Breast
0.473649,Breast
0.630726,Breast
0.490412,Breast
0.525522,Breast
0.732734,Breast
0.385016,Breast
0.345669,Breast
0.311688,Breast
0.587805,Breast
0.450306,Breast
0.685404,Breast
0.671249,Breast
0.443589,Breast
0.308459,Breast
0.410069,Breast
0.492369,Breast
0.442420,Breast
0.490984,Breast
0.369348,Breast
0.470113,Breast
0.559239,Breast
0.413802,Breast
0.412024,Breast
0.523629,Breast
0.515530,Breast
0.358076,Breast
0.420868,Breast
0.513294,Breast
0.566300,Breast
0.477272,Breast
0.428863,Breast
0.492929,Breast
0.359263,Breast
0.328571,Breast
0.284651,Breast
0.598778,Breast
0.467592,Breast
0.394242,Breast
0.399106,Breast
0.497752,Breast
0.358682,Breast
0.556457,Breast
0.553962,Breast
0.421627,Breast
0.465886,Breast
0.437027,Breast
0.417614,Breast
0.609727,Breast
0.425235,Breast
0.528408,Breast
0.363163,Breast
0.428584,Breast
0.446928,Breast
0.507617,Breast
0.463430,Breast
0.441001,Breast
0.462537,Breast
0.416153,Breast
0.364044,Breast
0.483732,Breast
0.409701,Breast
0.390348,Breast
0.473796,Breast
0.616733,Breast
0.536600,Breast
0.491329,Breast
0.602532,Breast
0.573228,Breast
0.449599,Breast
0.521424,Breast
0.410194,Breast
0.454174,Breast
0.648967,Breast
0.334248,Breast
0.379574,Breast
0.431727,Breast
0.414525,Breast
0.457442,Breast
0.496132,Breast
0.456354,Breast
0.398402,Breast
0.304571,Breast
0.375879,Breast
0.522210,Breast
0.487707,Breast
0.487692,Breast
0.433179,Breast
0.510248,Breast
0.517221,Breast
0.658681,Breast
0.392745,Breast
0.395924,Breast
0.402047,Breast
0.494749,Breast
0.742050,Breast
0.797987,Breast
0.453843,Breast
0.399769,Breast
0.405452,Breast
0.518370,Breast
0.482633,Breast
0.419119,Breast
0.555987,Breast
0.473609,Breast
0.447981,Breast
0.465421,Breast
0.536584,Breast
0.332668,Breast
0.407302,Breast
0.394566,Breast
0.445167,Breast
0.368931,Breast
0.422097,Breast
0.439273,Breast
0.475049,Breast
0.384502,Breast
0.464253,Breast
0.395437,Breast
0.494518,Breast
0.318079,Breast
0.508897,Breast
0.391468,Breast
0.397214,Breast
0.506203,Breast
0.432430,Breast
0.425799,Breast
0.478254,Breast
0.385461,Breast
0.447692,Breast
0.452731,Breast
0.480690,Breast
0.471168,Breast
0.571486,Breast
0.581859,Breast
0.305002,Breast
0.575445,Breast
0.526984,Breast
0.447117,Breast
0.622589,Breast
0.518740,Breast
0.465565,Breast
0.522543,Breast
0.389127,Breast
0.476028,Breast
0.335697,Breast
0.319210,Breast
0.391700,Breast
0.335038,Breast
0.476911,Breast
0.430317,Breast
0.480012,Breast
0.480649,Breast
0.437999,Breast
0.356441,Breast
0.647924,Breast
0.286022,Breast
0.564983,Breast
0.512594,Breast
0.375642,Breast
0.258937,Breast
0.405865,Breast
0.528579,Breast
0.571938,Breast
0.728487,Breast
0.395377,Breast
0.491230,Breast
0.364922,Breast
0.473228,Breast
0.518675,Breast
0.525412,Breast
0.384738,Breast
0.463077,Breast
0.495042,Breast
0.758086,Breast
0.483814,Breast
0.549242,Breast
0.484440,Breast
0.430241,Breast
0.760000,Breast
0.717644,Breast
0.500151,Breast
0.638668,Breast
0.527504,Breast
0.463834,Breast
0.476703,Breast
0.442777,Breast
0.384084,Breast
0.387719,Breast
0.372662,Breast
0.417884,Breast
0.483715,Breast
0.489079,Breast
0.463259,Breast
0.415782,Breast
0.367671,Breast
0.336210,Breast
0.501654,Breast
0.454570,Breast
0.345594,Breast
0.404432,Breast
0.389975,Breast
0.522185,Breast
0.548846,Breast
0.452955,Breast
0.563585,Breast
0.532585,Breast
0.463734,Breast
0.535934,Breast
0.410904,Breast
0.381680,Breast
0.461797,Breast
0.374292,Breast
0.508612,Breast
0.481733,Breast
0.404590,Breast
0.437618,Breast
0.348921,Breast
0.521318,Breast
0.433532,Breast
0.597225,Breast
0.496076,Breast
0.398050,Breast
0.579209,Breast
0.300058,Breast
0.512067,Breast
0.568182,Breast
0.496445,Breast
0.699408,Breast
0.497278,Breast
0.399793,Breast
0.413257,Breast
0.460311,Breast
0.516332,Breast
0.602487,Breast
0.545526,Breast
0.580763,Breast
0.410324,Breast
0.531694,Breast
0.383833,Breast
0.310777,Breast
0.531516,Breast
0.337460,Breast
0.390527,Breast
0.508926,Breast
0.383991,Breast
0.350518,Breast
0.277010,Breast
0.422888,Breast
0.481085,Breast
0.465299,Breast
0.289370,Breast
0.461896,Breast
0.500774,Breast
0.404301,Breast
0.463984,Breast
0.579269,Breast
0.437404,Breast
0.510034,Breast
0.272727,Breast
0.442355,Breast
0.562949,Breast
0.494184,Breast
0.501137,Breast
0.365949,Breast
0.409147,Breast
0.468207,Breast
0.452215,Breast
0.463051,Breast
0.419270,Breast
0.372180,Breast
0.459113,Breast
0.320119,Breast
0.533611,Breast
0.332629,Breast
0.351297,Breast
0.509521,Breast
0.551155,Breast
0.573722,Breast
0.346436,Breast
0.429036,Breast
0.439066,Breast
0.659785,Breast
0.504992,Breast
0.511528,Breast
0.441141,Breast
0.493269,Breast
0.631176,Breast
0.428805,Breast
0.373139,Breast
0.488642,Breast
0.538393,Breast
0.603107,Breast
0.599333,Breast
0.382229,Breast
0.460658,Breast
0.427273,Breast
0.527527,Breast
0.448246,Breast
0.315333,Breast
0.446395,Breast
0.422003,Breast
0.302261,Breast
0.344611,Breast
0.328081,Breast
0.527087,Breast
0.457820,Breast
0.454353,Breast
0.573233,Breast
0.356705,Breast
0.514266,Breast
0.483879,Breast
0.580832,Breast
0.589596,Breast
0.499528,Breast
0.533772,Breast
0.476011,Breast
0.365980,Breast
0.402901,Breast
0.394909,Breast
0.497581,Breast
0.467838,Breast
0.478046,Breast
0.639007,Breast
0.551002,Breast
0.299663,Breast
0.380757,Breast
0.430475,Breast
0.314405,Breast
0.634567,Breast
0.554008,Breast
0.570914,Breast
0.570537,Breast
0.445286,Breast
0.550308,Breast
0.469436,Breast
0.376605,Breast
0.533835,Breast
0.402475,Breast
0.456017,Breast
0.442686,Breast
0.749623,Breast
0.484652,Breast
0.457815,Breast
0.465110,Breast
0.405094,Breast
0.547340,Breast
0.516429,Breast
0.513583,Breast
0.485227,Breast
0.791949,Breast
0.415644,Breast
0.384832,Breast
0.514689,Breast
0.456765,Breast
0.621693,Breast
0.386189,Breast
0.560332,Breast
0.443669,Breast
0.486102,Breast
0.459459,Breast
0.545430,Breast
0.377710,Breast
0.519134,Breast
0.361956,Breast
0.555874,Breast
0.358416,Breast
0.353893,Breast
0.491058,Breast
0.454240,Breast
0.489708,Breast
0.392457,Breast
0.364174,Breast
0.440712,Breast
0.396447,Breast
0.486486,Breast
0.335890,Breast
0.388776,Breast
0.395414,Breast
0.417111,Breast
0.364254,Breast
0.623489,Breast
0.610415,Breast
0.453878,Breast
0.466204,Breast
0.490028,Breast
0.471011,Breast
0.339441,Breast
0.432393,Breast
0.463507,Breast
0.434172,Breast
0.607332,Breast
0.458880,Breast
0.473573,Breast
0.353952,Breast
0.426520,Breast
0.486087,Breast
0.541656,Breast
0.520573,Breast
0.294836,Breast
0.513661,Breast
0.377185,Breast
0.302854,Breast
0.550227,Breast
0.543019,Breast
0.597943,Breast
0.558962,Breast
0.723847,Breast
0.323077,Breast
0.597320,Breast
0.439516,Breast
0.595762,Breast
0.425399,Breast
0.495816,Breast
0.520882,Breast
0.490171,Breast
0.325056,Breast
0.388784,Breast
0.391654,Breast
0.425854,Breast
0.480699,Breast
0.460137,Breast
0.453334,Breast
0.626195,Breast
0.313390,Breast
0.440589,Breast
0.548283,Breast
0.537238,Breast
0.452899,Breast
0.472376,Breast
0.420275,Breast
0.495625,Breast
0.425981,Breast
0.359510,Breast
0.395810,Breast
0.511509,Breast
0.327840,Breast
0.398989,Breast
0.555416,Breast
0.470950,Breast
0.457970,Breast
0.457798,Breast
0.590236,Breast
0.441020,Breast
0.321401,Breast
0.442588,Breast
0.487115,Breast
0.401360,Breast
0.409401,Breast
0.468827,Breast
0.375114,Breast
0.338283,Breast
0.413277,Breast
0.435978,Breast
0.462884,Breast
0.455949,Breast
0.604767,Breast
0.376141,Breast
0.610266,Breast
0.655482,Breast
0.402512,Breast
0.567680,Breast
0.539895,Breast
0.568292,Breast
0.568802,Breast
0.395729,Breast
0.493248,Breast
0.292892,Breast
0.450922,Breast
0.429240,Breast
0.370175,Breast
0.343346,Breast
0.438543,Breast
0.431439,Breast
0.342375,Breast
0.537649,Breast
0.266667,Breast
0.358028,Breast
0.457106,Breast
0.515789,Breast
0.359246,Breast
0.429734,Breast
0.341493,Breast
0.504095,Breast
0.485048,Breast
0.449367,Breast
0.327569,Breast
0.420097,Breast
0.436513,Breast
0.409366,Breast
0.335536,Breast
0.480814,Breast
0.482696,Breast
0.270073,Breast
0.507375,Breast
0.652056,Breast
0.395702,Breast
0.443808,Breast
0.538213,Breast
0.385445,Breast
0.439438,Breast
0.441641,Breast
0.502849,Breast
0.408173,Breast
0.322543,Breast
0.476227,Breast
0.397807,Breast
0.416175,Breast
0.386371,Breast
0.450155,Breast
0.323830,Breast
0.462594,Breast
0.689307,Breast
0.706937,Breast
0.382359,Breast
0.387627,Breast
0.489787,Breast
0.404290,Breast
0.459215,Breast
0.455436,Breast
0.550047,Breast
0.456150,Breast
0.464562,Breast
0.320131,Breast
0.445078,Breast
0.485375,Breast
0.517690,Breast
0.270210,Breast
0.512359,Breast
0.428319,Breast
0.363636,Breast
0.561665,Breast
0.346218,Breast
0.308096,Breast
0.402497,Breast
0.460974,Breast
0.368988,Breast
0.495238,Breast
0.356572,Breast
0.496410,Breast
0.421926,Breast
0.488958,Breast
0.678229,Breast
0.344619,Breast
0.476611,Breast
0.395100,Breast
0.473111,Breast
0.415721,Breast
0.544671,Breast
0.524424,Breast
0.756710,Breast
0.261084,Breast
0.541552,Breast
0.397833,Breast
0.452688,Breast
0.415730,Breast
0.484312,Breast
0.517941,Breast
0.458436,Breast
0.255088,Breast
0.421044,Breast
0.442455,Breast
0.326085,Breast
0.515507,Breast
0.453760,Breast
0.463805,Breast
0.508321,Breast
0.386933,Breast
0.502322,Breast
0.470038,Breast
0.441711,Breast
0.487355,Breast
0.475665,Breast
0.532977,Breast
0.410136,Breast
0.385803,Breast
0.610278,Breast
0.388889,Breast
0.626514,Breast
0.519692,Breast
0.545949,Breast
0.354386,Breast
0.574489,Breast
0.304918,Breast
0.422088,Breast
0.616252,Breast
0.612491,Breast
0.456112,Breast
0.609527,Breast
0.538581,Breast
0.602213,Breast
0.448739,Breast
0.495276,Breast
0.532428,Breast
0.368669,Breast
0.485690,Breast
0.443675,Breast
0.329859,Breast
0.416602,Breast
0.516853,Breast
0.544355,Breast
0.544338,Breast
0.455542,Breast
0.607989,Breast
0.605976,Breast
0.383546,Breast
0.399291,Breast
0.366667,Breast
0.783315,Breast
0.487742,Breast
0.479332,Breast
0.455329,Breast
0.466667,Breast
0.312500,Breast
0.503390,Breast
0.398643,Breast
0.395742,Breast
0.614119,Breast
0.430797,Breast
0.662987,Breast
0.614761,Breast
0.481340,Breast
0.477904,Breast
0.477410,Breast
0.343030,Breast
0.592161,Breast
0.537634,Breast
0.369948,Breast
0.542035,Breast
0.455536,Breast
0.395922,Breast
0.549522,Breast
0.529276,Breast
0.425948,Breast
0.422607,Breast
0.369491,Breast
0.525845,Breast
0.490172,Breast
0.619715,Breast
0.428766,Breast
0.517769,Breast
0.470923,Breast
0.502723,Breast
0.464643,Breast
0.389772,Breast
0.371899,Breast
0.535908,Breast
0.467251,Breast
0.296166,Breast
0.312130,Breast
0.489435,Breast
0.341154,Breast
0.438540,Breast
0.548392,Breast
0.395441,Breast
0.473456,Breast
0.429496,Breast
0.475568,Breast
0.391022,Breast
0.505329,Breast
0.507317,Breast
0.475161,Breast
0.500922,Breast
0.459328,Breast
0.425541,Breast
0.568918,Breast
0.540471,Breast
0.504443,Breast
0.603854,Breast
0.470244,Breast
0.446450,Breast
0.394157,Breast
0.424993,Breast
0.545455,Breast
0.430826,Breast
0.441917,Breast
0.408367,Breast
0.410751,Breast
0.637820,Breast
0.515069,Breast
0.601029,Breast
0.465503,Breast
0.518732,Breast
0.282258,Breast
0.347536,Breast
0.410670,Breast
0.555483,Breast
0.464153,Breast
0.487179,Breast
0.250377,Breast
0.502571,Breast
0.617089,Breast
0.589431,Breast
0.500413,Breast
0.458357,Breast
0.357143,Breast
0.460322,Breast
0.444323,Breast
0.457507,Breast
0.495561,Breast
0.442309,Breast
0.449986,Breast
0.385859,Breast
0.466334,Breast
0.476351,Breast
0.385745,Breast
0.494903,Breast
0.400950,Breast
0.370762,Breast
0.576474,Breast
0.426799,Breast
0.568078,Breast
0.395526,Breast
0.419161,Breast
0.359348,Breast
0.561798,Breast
0.592514,Breast
0.484595,Breast
0.455603,Breast
0.447323,Breast
0.383844,Breast
0.541649,Breast
0.510101,Breast
0.457621,Breast
0.517564,Breast
0.409231,Breast
0.481953,Breast
0.361892,Breast
0.566477,Breast
0.354067,Breast
0.374635,Breast
0.577304,Breast
0.442017,Breast
0.518120,Breast
0.321053,Breast
0.368163,Breast
0.600102,Breast
0.586717,Breast
0.558514,Breast
0.444281,Breast
0.550067,Breast
0.881423,Breast
0.715495,Breast
0.620585,Breast
0.717635,Breast
0.695468,Breast
0.437558,Breast
0.540723,Breast
0.462268,Breast
0.390419,Breast
0.555882,Breast
0.446709,Breast
0.414360,Breast
0.558915,Breast
0.381662,Breast
0.719036,Breast
0.462121,Breast
0.381010,Breast
0.579555,Breast
0.610390,Breast
0.550498,Breast
0.510047,Breast
0.476793,Breast
0.433687,Breast
0.427405,Breast
0.453496,Breast
0.443293,Breast
0.458139,Breast
0.574198,Breast
0.622340,Breast
0.574819,Breast
0.384748,Breast
0.396815,Breast
0.460932,Breast
0.402469,Breast
0.315970,Breast
0.555258,Breast
0.389518,Breast
0.459558,Breast
0.396911,Breast
0.526445,Breast
0.472076,Breast
0.404010,Breast
0.617237,Breast
0.467744,Breast
0.391921,Breast
0.576711,Breast
0.325397,Breast
0.521625,Breast
0.517251,Breast
0.369429,Breast
0.533237,Breast
0.342105,Breast
0.457474,Breast
0.339359,Breast
0.426097,Breast
0.555140,Breast
0.603389,Breast
0.461505,Breast
0.567310,Breast
0.386747,Breast
0.461342,Breast
0.439127,Breast
0.416011,Breast
0.457401,Breast
0.420904,Breast
0.521425,Breast
0.593293,Breast
0.341953,Breast
0.336630,Breast
0.348485,Breast
0.431136,Breast
0.478439,Breast
0.399278,Breast
0.448485,Breast
0.480541,Breast
0.495213,Breast
0.395077,Breast
0.452629,Breast
0.563690,Breast
0.494876,Breast
0.378378,Breast
0.418715,Breast
0.514677,Breast
0.555280,Breast
0.578035,Breast
0.392276,Breast
0.698127,Breast
0.463265,Breast
0.426574,Breast
0.453368,Breast
0.403315,Breast
0.538707,Breast
0.486772,Breast
0.350149,Breast
0.465756,Breast
0.533223,Breast
0.535504,Breast
0.414280,Breast
0.416295,Breast
0.395847,Breast
0.540106,Breast
0.755656,Breast
0.495514,Breast
0.510761,Breast
0.518377,Breast
0.457827,Breast
0.503853,Breast
0.307210,Breast
0.425257,Breast
0.476857,Breast
0.565581,Breast
0.459081,Breast
0.552395,Breast
0.601795,Breast
0.553355,Breast
0.423172,Breast
0.576867,Breast
0.509607,Breast
0.393448,Breast
0.527361,Breast
0.356762,Breast
0.453045,Breast
0.549122,Breast
0.570721,Breast
0.506920,Breast
0.494484,Breast
0.463350,Breast
0.448540,Breast
0.455797,Breast
0.471183,Breast
0.484409,Breast
0.300000,Breast
0.489828,Breast
0.498847,Breast
0.444654,Breast
0.455876,Breast
0.443291,Breast
0.404522,Breast
0.346537,Breast
0.516296,Breast
0.411979,Breast
0.462012,Breast
0.421143,Breast
0.401971,Breast
0.418161,Breast
0.486020,Breast
0.469503,Breast
0.530006,Breast
0.373046,Breast
0.337838,Breast
0.411765,Breast
0.450641,Breast
0.519909,Breast
0.544399,Breast
0.504929,Breast
0.468799,Breast
0.407667,Breast
0.423755,Breast
0.429535,Breast
0.474185,Breast
0.712359,Breast
0.482304,Breast
0.392221,Breast
0.627602,Breast
0.478795,Breast
0.491667,Breast
0.703272,Breast
0.431787,Breast
0.626887,Breast
0.639356,Breast
0.296203,Breast
0.312556,Breast
0.632958,Breast
0.444890,Breast
0.522292,Breast
0.422390,Breast
0.327576,Breast
0.547333,Breast
0.502720,Breast
0.494905,Breast
0.387357,Breast
0.495477,Breast
0.508308,Breast
0.677996,Breast
0.525964,Breast
0.486726,Breast
0.693198,Breast
0.625363,Breast
0.793499,Breast
0.377446,Breast
0.570465,Breast
0.575839,Breast
0.736050,Breast
0.600727,Breast
0.758237,Breast
0.501999,Breast
0.260870,Breast
0.355072,Breast
0.393909,Breast
0.555955,Breast
0.673955,Breast
0.310009,Breast
0.464829,Breast
0.536614,Breast
0.522620,Breast
0.524749,Breast
0.496914,Breast
0.354966,Breast
0.493075,Breast
0.424320,Breast
0.553846,Breast
0.477962,Breast
0.312019,Breast
0.450083,Breast
0.380520,Breast
0.273412,Breast
0.293478,Breast
0.493618,Breast
0.491751,Breast
0.522321,Breast
0.505314,Breast
0.344251,Breast
0.502472,Breast
0.508194,Breast
0.353259,Breast
0.393443,Breast
0.382972,Breast
0.480972,Breast
0.494220,Breast
0.474615,Breast
0.313599,Breast
0.492958,Breast
0.441288,Breast
0.395415,Breast
0.452927,Breast
0.525665,Breast
0.466500,Breast
0.576682,Breast
0.372788,Breast
0.454455,Breast
0.446057,Breast
0.617157,Breast
0.523464,Breast
0.616969,Breast
0.454977,Breast
0.440168,Breast
0.373460,Breast
0.587535,Breast
0.438680,Breast
0.572322,Breast
0.507672,Breast
0.458699,Breast
0.392801,Breast
0.519993,Breast
0.522993,Breast
0.331628,Breast
0.577864,Breast
0.451663,Breast
0.498421,Breast
0.371542,Breast
0.672988,Breast
0.505554,Breast
0.430108,Breast
0.349481,Breast
0.684138,Breast
0.690083,Breast
0.413583,Breast
0.505656,Breast
0.564191,Breast
0.317988,Breast
0.574482,Breast
0.368866,Breast
0.433632,Breast
0.556346,Breast
0.497268,Breast
0.439795,Breast
0.381918,Breast
0.516654,Breast
0.400929,Breast
0.575186,Breast
0.413420,Breast
0.615054,Breast
0.424063,Breast
0.540489,Breast
0.550133,Breast
0.511983,Breast
0.490640,Breast
0.473902,Breast
0.400886,Breast
0.541324,Breast
0.567223,Breast
0.526891,Breast
0.305414,Breast
0.514708,Breast
0.369979,Breast
0.454720,Breast
0.327245,Breast
0.299397,Breast
0.328063,Breast
0.388293,Breast
0.349469,Breast
0.343209,Breast
0.424498,Breast
0.478187,Breast
0.508702,Breast
0.343571,Breast
0.489167,Breast
0.615925,Breast
0.294872,Breast
0.375000,Breast
0.512488,Breast
0.492340,Breast
0.471014,Breast
0.515232,Breast
0.538473,Breast
0.452016,Breast
0.480962,Breast
0.376140,Breast
0.463016,Breast
0.420355,Breast
0.405470,Breast
0.438895,Breast
0.577259,Breast
0.479666,Breast
0.442700,Breast
0.502537,Breast
0.438661,Breast
0.598568,Breast
0.480036,Breast
0.462624,Breast
0.454010,Breast
0.729869,Breast
0.392239,Breast
0.518654,Breast
0.602742,Breast
0.429485,Breast
0.390446,Breast
0.515745,Breast
0.541091,Breast
0.442317,Breast
0.409091,Breast
0.559398,Breast
0.589744,Breast
0.686299,Breast
0.560109,Breast
0.499537,Breast
0.438783,Breast
0.279095,Breast
0.506661,Breast
0.332630,Breast
0.629570,Breast
0.744070,Breast
0.418743,Breast
0.463811,Breast
0.467327,Breast
0.719181,Breast
0.559873,Breast
0.530026,Breast
0.487366,Breast
0.383265,Breast
0.429723,Breast
0.442771,Breast
0.411335,Breast
0.421451,Breast
0.532761,Breast
0.333753,Breast
0.397056,Breast
0.470198,Breast
0.540350,Breast
0.378103,Breast
0.492839,Breast
0.426909,Breast
0.531692,Breast
0.451894,Breast
0.557044,Breast
0.369092,Breast
0.419642,Breast
0.334923,Breast
0.438354,Breast
0.546800,Breast
0.475688,Breast
0.526613,Breast
0.280927,Breast
0.397814,Breast
0.705143,Breast
0.431260,Breast
0.522377,Breast
0.377156,Breast
0.459217,Breast
0.326895,Breast
0.529220,Breast
0.356229,Breast
0.522912,Breast
0.472175,Breast
0.618534,Breast
0.485182,Breast
0.384824,Breast
0.575644,Breast
0.391798,Breast
0.507246,Breast
0.749153,Breast
0.737328,Breast
0.476631,Breast
0.400000,Breast
0.475377,Breast
0.326062,Breast
0.504911,Breast
0.483439,Breast
0.412701,Breast
0.460816,Breast
0.320038,Breast
0.525586,Breast
0.406832,Breast
0.519157,Breast
0.485382,Breast
0.452340,Breast
0.516606,Breast
0.477653,Breast
0.496712,Breast
0.432200,Breast
0.543560,Breast
0.405064,Breast
0.387078,Breast
0.368421,Breast
0.523567,Breast
0.411627,Breast
0.333356,Breast
0.573497,Breast
0.356288,Breast
0.427227,Breast
0.428025,Breast
0.541259,Breast
0.747051,Breast
0.733834,Breast
0.504759,Breast
0.426496,Breast
0.464201,Breast
0.445045,Breast
0.552857,Breast
0.650877,Breast
0.591292,Breast
0.397436,Breast
0.537768,Breast
0.227273,Breast
0.527645,Breast
0.303423,Breast
0.526987,Breast
0.317363,Breast
0.576877,Breast
0.488395,Breast
0.617774,Breast
0.579404,Breast
0.485960,Breast
0.482785,Breast
0.333333,Breast
0.318483,Breast
